amount_tsh,gps_height,population,age,public_meeting_True,permit_True,status_group
0.0,-28,120,42.0,0,0,functional
20.0,-17,3226,19.0,0,1,functional
300.0,367,500,21.0,1,1,non functional
50.0,10,50,22.0,1,0,non functional
0.0,273,1,39.0,1,0,non functional
0.0,1309,40,42.0,1,1,functional
0.0,299,816,50.0,1,1,non functional
30.0,137,50,14.0,1,1,functional
0.0,1099,1,32.0,1,1,non functional
0.0,103,800,18.0,1,0,non functional
2000.0,0,200,25.0,1,1,functional
0.0,23,300,21.0,1,0,non functional
0.0,382,400,20.0,1,0,non functional
2000.0,1619,50,26.0,0,1,functional
0.0,0,585,17.0,1,1,functional needs repair
7.0,1438,15,14.0,1,1,non functional
2000.0,1037,365,29.0,1,1,functional
0.0,857,1,47.0,0,1,non functional
0.0,1340,0,28.0,1,1,non functional
0.0,2172,50,24.0,1,1,non functional
0.0,1762,1,37.0,1,1,functional
50.0,95,961,52.0,1,0,non functional
20.0,1472,350,10.0,1,1,functional
0.0,1230,320,10.0,1,1,functional
0.0,1102,400,13.0,1,1,non functional
0.0,80,120,22.0,1,1,non functional
5000.0,1321,1,35.0,1,1,functional
25.0,46,136,12.0,1,0,non functional
10.0,1567,100,13.0,1,1,functional
0.0,330,188,50.0,1,0,non functional
20.0,869,200,18.0,1,1,functional
500.0,1558,53,38.0,1,1,functional
0.0,274,1500,25.0,1,1,non functional
0.0,1735,0,22.0,1,1,functional
200.0,1036,140,16.0,1,1,functional needs repair
50.0,1146,360,44.0,1,1,non functional
0.0,1309,150,11.0,1,0,functional
50.0,505,1,14.0,1,1,functional
10.0,1764,190,13.0,1,1,functional
0.0,1378,400,18.0,1,0,non functional
250.0,1127,580,46.0,1,1,functional needs repair
200.0,2420,0,36.0,1,0,functional
200.0,645,50,16.0,1,1,functional
500.0,1384,300,12.0,1,1,functional
0.0,1784,560,32.0,0,1,functional
50.0,12,310,14.0,1,1,non functional
0.0,1138,230,11.0,1,0,functional
30.0,816,0,16.0,1,1,functional
0.0,1829,1,37.0,1,1,non functional
500.0,0,970,30.0,1,0,functional
0.0,1954,2560,38.0,1,1,non functional
200.0,755,1,16.0,1,0,non functional
500.0,309,1,43.0,1,1,functional
0.0,959,250,44.0,1,1,functional
1000.0,703,500,10.0,1,0,functional
0.0,1607,1200,17.0,1,1,functional
0.0,1397,500,14.0,1,0,non functional
0.0,1514,1,42.0,1,1,non functional
0.0,1872,1,24.0,1,1,functional
0.0,1527,160,12.0,1,0,functional
500.0,2096,50,14.0,1,1,functional
0.0,1661,25,24.0,1,0,functional
500.0,284,1,48.0,1,1,non functional
0.0,1737,450,36.0,0,0,functional
0.0,1422,1000,21.0,1,1,functional
0.0,1963,150,25.0,1,1,functional
0.0,274,1,37.0,1,1,non functional
0.0,436,120,39.0,1,0,non functional
50.0,87,454,17.0,1,1,non functional
0.0,1263,580,32.0,1,0,non functional
0.0,407,600,14.0,1,0,non functional
3600.0,904,524,43.0,1,1,functional needs repair
500.0,1968,85,14.0,1,1,functional
0.0,1478,150,24.0,1,1,non functional
500.0,1787,100,11.0,1,1,functional
20000.0,1505,300,27.0,1,1,functional
500.0,283,120,13.0,1,1,functional
0.0,1288,78,54.0,1,1,functional
50.0,95,15,12.0,1,1,functional
1000.0,0,356,21.0,1,1,non functional
10.0,406,150,24.0,1,1,functional needs repair
600.0,1561,400,15.0,1,0,non functional
0.0,2401,210,11.0,1,1,functional
2000.0,1117,1,31.0,1,1,functional needs repair
0.0,1981,50,14.0,1,0,functional
0.0,1605,1,45.0,1,1,non functional
0.0,1621,1,16.0,1,1,functional
25.0,680,250,13.0,1,1,functional
0.0,1331,650,25.0,1,0,functional needs repair
20.0,964,150,42.0,1,1,functional
0.0,1372,210,26.0,1,1,non functional
0.0,863,0,26.0,1,1,functional
0.0,1715,300,30.0,1,0,non functional
0.0,1602,200,52.0,1,1,non functional
300.0,221,200,36.0,1,1,functional
500.0,377,400,19.0,1,1,non functional
3000.0,559,1,23.0,1,0,functional
50.0,33,1,16.0,1,1,functional
0.0,186,500,40.0,1,1,non functional
0.0,1897,300,30.0,1,0,functional
0.0,1737,1,36.0,0,0,non functional
50.0,1277,250,14.0,1,1,functional
0.0,1459,200,19.0,1,1,functional
0.0,324,2000,14.0,1,0,functional
1200.0,943,0,22.0,1,1,functional
0.0,321,200,25.0,1,1,non functional
500.0,1431,80,12.0,1,0,functional
0.0,2219,50,26.0,1,1,functional
300.0,1304,40,15.0,1,0,non functional
0.0,734,250,21.0,1,0,functional
200.0,433,150,24.0,1,1,non functional
50.0,1142,720,42.0,1,1,functional
2000.0,1524,150,23.0,1,1,functional
2000.0,1091,40,50.0,1,1,functional
0.0,1373,500,16.0,1,0,functional
500.0,1625,53,44.0,1,1,non functional
0.0,1624,183,13.0,1,1,functional needs repair
0.0,109,1,16.0,1,1,non functional
50.0,189,5,17.0,0,1,functional
0.0,348,560,40.0,1,0,non functional
0.0,1426,50,12.0,1,1,functional
1500.0,718,250,10.0,1,1,functional
20.0,1171,1,19.0,1,1,functional
50.0,112,300,45.0,1,1,functional
4000.0,503,240,13.0,1,1,functional needs repair
0.0,1127,6000,12.0,0,1,non functional
0.0,774,450,10.0,0,1,non functional
0.0,1580,80,20.0,1,1,non functional
500.0,763,120,12.0,1,1,functional
25.0,1672,1,40.0,1,1,functional
0.0,1521,30,25.0,0,1,functional
25.0,1267,80,11.0,0,0,functional
20.0,1273,500,20.0,1,0,functional
0.0,46,133,13.0,1,0,non functional
0.0,1772,1,30.0,1,1,functional
750.0,1073,240,36.0,1,1,functional
0.0,1214,100,38.0,1,1,functional
0.0,1278,60,10.0,1,0,functional
0.0,2326,0,44.0,1,0,functional
0.0,663,230,55.0,1,1,non functional
0.0,1153,130,33.0,0,1,non functional
25.0,981,445,38.0,1,1,functional
50.0,90,412,18.0,1,1,functional
3000.0,984,620,38.0,1,1,functional needs repair
500.0,1589,50,14.0,0,1,functional needs repair
500.0,1370,350,11.0,1,1,functional
0.0,1221,1,44.0,1,1,functional
200.0,1743,120,14.0,1,0,functional
50.0,-33,150,22.0,1,0,functional
4000.0,1965,100,19.0,1,1,functional
0.0,1913,76,17.0,1,0,functional
0.0,1768,650,32.0,0,1,functional
0.0,473,130,16.0,1,1,non functional
0.0,-36,250,52.0,1,0,non functional
0.0,282,560,47.0,1,1,functional
200.0,1526,300,17.0,1,1,functional
300.0,271,100,27.0,1,1,functional needs repair
0.0,1037,1,17.0,1,1,functional
50.0,-32,120,16.0,0,1,functional
0.0,1054,1,15.0,1,1,functional
0.0,1577,200,32.0,1,1,functional
0.0,2033,98,12.0,1,0,functional
3600.0,895,165,43.0,1,1,non functional
0.0,1727,123,27.0,1,0,functional
0.0,-3,642,13.0,1,1,non functional
0.0,1606,1,21.0,1,1,functional
0.0,0,56,41.0,1,1,non functional
0.0,1671,361,50.0,1,1,functional
500.0,989,143,37.0,1,1,non functional
2800.0,1517,20,21.0,1,1,functional
100.0,41,50,12.0,0,0,functional
0.0,1388,0,28.0,1,1,functional
300.0,1325,35,27.0,1,1,functional
0.0,831,260,28.0,1,0,functional
500.0,812,670,40.0,1,1,functional
0.0,44,1,17.0,1,1,functional
0.0,1247,1,47.0,1,1,functional needs repair
0.0,1638,250,52.0,1,1,functional
50.0,1519,235,15.0,1,1,non functional
40.0,336,350,22.0,1,1,functional
500.0,1653,80,14.0,1,0,functional
0.0,342,1,34.0,1,0,functional needs repair
5.0,1116,10,23.0,1,1,functional
0.0,1345,120,18.0,1,0,non functional
50.0,1356,200,10.0,1,1,functional
3000.0,1467,1,20.0,1,0,functional
250.0,1647,347,23.0,1,1,functional
300.0,0,100,23.0,1,1,functional
0.0,1344,200,10.0,1,1,functional
8000.0,1473,0,25.0,1,1,functional
0.0,1645,200,17.0,1,1,functional
300.0,288,250,26.0,1,1,functional
0.0,1669,950,27.0,1,0,functional
20.0,1353,1,21.0,1,1,functional
6000.0,1049,1000,32.0,1,1,functional
100.0,478,1,49.0,1,1,non functional
50.0,-17,30,12.0,0,1,functional
0.0,358,100,16.0,1,0,non functional
5.0,1482,200,20.0,1,1,functional
0.0,1459,150,11.0,1,1,functional
0.0,269,500,46.0,1,1,non functional
0.0,2220,120,26.0,1,1,functional
250.0,1220,620,28.0,1,1,functional
30.0,64,1,12.0,1,0,functional
5000.0,103,15,12.0,1,1,functional
0.0,273,150,49.0,1,1,non functional
50.0,98,1234,12.0,1,0,non functional
0.0,-18,50,29.0,1,1,functional
50.0,1423,200,22.0,1,1,functional
8000.0,1482,0,25.0,1,1,functional
0.0,980,0,44.0,1,1,functional
50.0,1581,358,14.0,1,1,functional
0.0,1169,500,50.0,1,0,non functional
30.0,940,200,22.0,1,1,functional
0.0,1903,200,52.0,1,1,functional
0.0,1140,300,24.0,1,0,non functional
500.0,402,125,25.0,1,1,functional needs repair
600.0,788,355,30.0,1,1,non functional
50.0,1143,314,16.0,1,1,functional needs repair
250.0,1162,450,24.0,1,1,non functional
0.0,1296,250,28.0,1,1,non functional
1200.0,0,310,30.0,1,1,functional
0.0,1082,1,16.0,1,1,non functional
50.0,1428,214,16.0,1,1,functional
0.0,293,900,36.0,1,1,functional
5.0,1109,45,23.0,1,1,functional
200.0,1683,1,20.0,1,1,non functional
0.0,1332,300,11.0,1,0,functional
0.0,507,230,28.0,1,1,non functional
0.0,2159,40,22.0,1,0,non functional
200.0,1145,950,12.0,1,0,functional
20.0,259,30,12.0,1,1,functional
100.0,374,260,26.0,1,1,functional
0.0,958,156,10.0,1,1,functional
0.0,1907,130,23.0,1,1,functional
0.0,528,200,22.0,1,1,functional
200.0,5,1,29.0,1,1,non functional
2.0,806,1500,13.0,1,1,functional
0.0,417,1,40.0,1,1,non functional
1000.0,354,300,31.0,1,1,functional
1000.0,192,250,19.0,1,1,functional
0.0,29,356,33.0,1,0,functional
500.0,1694,42,44.0,1,1,functional
20.0,311,1,19.0,1,1,functional
0.0,1638,36,14.0,1,0,functional
0.0,1978,0,22.0,1,0,functional
0.0,1223,350,31.0,1,0,non functional
0.0,1565,412,22.0,1,0,functional needs repair
0.0,1011,1,14.0,1,0,non functional
500.0,1631,40,15.0,1,0,functional
60.0,228,300,15.0,1,1,functional
0.0,338,1,34.0,1,0,functional
10.0,1443,400,24.0,1,1,functional
750.0,1387,250,20.0,1,1,functional
0.0,1387,1,13.0,1,1,functional
11000.0,100,20,12.0,1,1,functional
1500.0,1491,180,44.0,1,1,non functional
0.0,144,1,10.0,1,0,functional
0.0,1230,55,22.0,1,1,functional
10.0,1361,2000,28.0,1,1,functional
200.0,440,180,28.0,1,1,functional
0.0,1233,97,20.0,1,1,functional
6.0,1456,30,14.0,1,1,functional
0.0,493,600,17.0,1,1,non functional
0.0,23,20,34.0,1,1,non functional
10.0,1841,180,13.0,1,1,non functional
0.0,1309,100,20.0,1,1,functional
0.0,1162,400,11.0,1,1,non functional
0.0,1312,1150,49.0,0,0,non functional
0.0,1455,25,20.0,1,1,non functional
250.0,1130,750,13.0,1,0,non functional
500.0,1475,85,44.0,1,1,functional
200.0,578,850,19.0,1,0,non functional
5000.0,1169,400,36.0,1,1,functional
0.0,1154,150,16.0,1,1,functional
2500.0,1724,60,31.0,1,0,non functional
0.0,0,1,40.0,1,1,functional
0.0,245,200,10.0,1,1,non functional
0.0,1608,240,19.0,1,1,functional
30.0,1066,2000,37.0,1,1,functional
10.0,838,1220,52.0,0,1,non functional
0.0,1980,0,12.0,1,0,functional
20.0,870,15,14.0,1,1,non functional
100.0,871,500,35.0,1,1,functional needs repair
0.0,1388,1,21.0,1,1,functional
1000.0,2034,0,48.0,0,0,non functional
0.0,53,100,46.0,1,0,non functional
0.0,539,1120,18.0,1,1,non functional
0.0,1426,0,47.0,0,0,non functional
0.0,1274,145,11.0,1,1,functional
0.0,1727,300,28.0,1,0,non functional
0.0,164,400,49.0,1,0,functional
0.0,41,254,37.0,1,1,non functional
0.0,475,250,37.0,1,1,non functional
500.0,291,150,14.0,1,1,functional
0.0,1310,100,39.0,1,1,non functional
500.0,1520,85,38.0,1,1,non functional
0.0,0,400,41.0,1,1,non functional
500.0,1009,340,15.0,1,1,functional
300.0,271,120,27.0,1,1,functional
500.0,1561,45,44.0,1,1,functional
50.0,-1,50,16.0,1,0,functional
30.0,7,400,16.0,1,1,non functional
0.0,334,1,17.0,1,1,functional
50.0,843,825,19.0,1,1,functional
10000.0,1193,300,34.0,1,1,functional
0.0,2179,20,24.0,1,1,functional
1000.0,1238,740,17.0,1,1,functional needs repair
0.0,343,1,13.0,1,1,functional
20.0,1,1,19.0,1,1,non functional
1500.0,469,86,10.0,1,1,functional
200.0,229,450,15.0,1,1,non functional
30.0,245,30,14.0,1,1,functional
3000.0,1913,163,18.0,1,1,functional
250.0,1163,540,22.0,1,1,functional
0.0,1154,98,13.0,1,1,functional
0.0,1539,863,27.0,1,1,non functional
10.0,0,450,28.0,1,1,non functional
0.0,330,250,16.0,1,1,functional
600.0,535,1,30.0,1,0,functional
0.0,1264,1,44.0,0,1,non functional
0.0,1117,1,50.0,0,1,non functional
0.0,1658,40,16.0,1,0,non functional
30.0,25,100,44.0,1,1,functional
700.0,1296,200,29.0,1,0,non functional
0.0,1173,500,50.0,1,1,functional
0.0,2179,50,21.0,1,1,functional needs repair
0.0,1363,210,19.0,1,0,functional
0.0,2331,0,37.0,1,0,functional
1000.0,574,1,24.0,1,0,functional
0.0,118,500,23.0,1,1,non functional
2500.0,1289,1,53.0,1,1,non functional
20.0,970,200,52.0,1,1,functional
0.0,195,96,46.0,1,1,non functional
5.0,1433,35,16.0,1,1,functional
20.0,1754,152,28.0,1,1,functional
10.0,1564,60,13.0,1,1,functional
30.0,904,200,22.0,1,1,functional
20.0,388,150,37.0,1,1,functional
0.0,1249,1,44.0,0,1,non functional
0.0,1949,30,18.0,1,1,functional
0.0,370,450,43.0,0,0,non functional
0.0,439,500,46.0,1,0,non functional
0.0,1111,300,48.0,1,0,non functional
500.0,1903,45,13.0,1,1,functional
250.0,1414,950,20.0,1,1,functional
0.0,2129,0,32.0,1,0,non functional
500.0,1529,545,27.0,1,1,functional
50.0,3,405,10.0,1,1,functional
0.0,526,90,41.0,1,1,functional needs repair
0.0,1419,400,15.0,1,1,functional needs repair
10.0,1550,150,24.0,1,1,functional
2000.0,1681,65,14.0,1,0,functional
0.0,232,400,22.0,1,0,non functional
0.0,1106,100,50.0,1,0,non functional
0.0,1203,356,37.0,1,0,non functional
500.0,1554,250,44.0,1,1,non functional
8000.0,910,200,13.0,1,1,functional needs repair
6000.0,1275,1,28.0,1,1,non functional
0.0,296,1,28.0,1,1,functional
500.0,960,250,21.0,1,0,non functional
0.0,310,240,13.0,1,1,functional
0.0,245,630,10.0,1,1,non functional
0.0,1427,1,50.0,0,1,non functional
0.0,1467,50,38.0,1,0,functional
0.0,770,60,36.0,1,1,non functional
5.0,864,35,23.0,1,1,functional
20.0,305,80,19.0,1,1,functional
10.0,445,250,25.0,1,1,non functional
7.0,390,100,22.0,1,0,non functional
0.0,81,500,14.0,0,0,non functional
0.0,1400,120,12.0,1,1,functional
0.0,1299,170,13.0,1,0,functional
6.0,1212,1,14.0,1,1,non functional
0.0,39,9865,12.0,1,0,non functional
0.0,1319,250,27.0,1,1,non functional
2000.0,1380,50,14.0,1,1,functional
0.0,1586,200,35.0,1,1,non functional
10000.0,1787,1,16.0,1,1,functional
50.0,1178,250,14.0,1,1,non functional
0.0,1088,225,28.0,0,1,functional needs repair
0.0,257,1,15.0,1,1,functional
0.0,815,1,18.0,1,1,functional
1000.0,773,140,48.0,1,1,functional needs repair
500.0,1480,66,18.0,1,1,functional
600.0,831,530,13.0,1,1,non functional
0.0,946,500,30.0,1,1,functional needs repair
0.0,264,200,46.0,1,1,non functional
500.0,271,400,12.0,1,1,functional
0.0,55,120,15.0,1,0,functional
1200.0,567,1,34.0,1,0,functional
50.0,365,50,12.0,1,1,functional
0.0,1272,1,23.0,1,1,functional
500.0,1581,55,44.0,1,1,functional
10.0,217,100,40.0,1,1,non functional
0.0,1713,30,16.0,1,0,non functional
0.0,255,250,40.0,1,1,non functional
1000.0,1855,0,22.0,1,1,functional
0.0,1353,1000,52.0,1,1,non functional
250.0,1301,370,16.0,1,1,non functional
20.0,800,10,14.0,1,1,functional
0.0,343,120,26.0,1,1,non functional
500.0,260,300,38.0,1,1,functional
0.0,1686,200,32.0,1,1,functional
1000.0,1381,650,37.0,1,1,functional
100.0,56,310,12.0,1,0,functional
0.0,49,600,14.0,1,0,non functional
0.0,1481,1,50.0,1,1,non functional
50.0,390,450,12.0,1,0,non functional
0.0,6,1,50.0,1,1,non functional
3000.0,1159,50,34.0,1,1,functional
0.0,181,2100,37.0,1,1,functional
20.0,252,15,19.0,1,1,functional
0.0,35,200,19.0,1,0,non functional
2000.0,1568,1200,16.0,1,0,functional needs repair
0.0,1355,1,20.0,1,1,functional
2000.0,1911,30,13.0,1,1,functional
0.0,144,400,25.0,1,1,functional needs repair
50.0,69,203,12.0,1,0,non functional
0.0,1338,30,14.0,0,0,non functional
0.0,33,288,18.0,1,0,non functional
50.0,1502,249,12.0,1,1,functional
500.0,1729,45,48.0,1,1,non functional
0.0,971,300,52.0,1,1,non functional
0.0,424,1,32.0,1,0,non functional
1000.0,294,260,26.0,1,1,functional
20.0,1735,461,10.0,1,1,functional
250.0,1295,320,18.0,1,0,functional
0.0,1280,1,47.0,1,1,functional needs repair
500.0,1511,80,44.0,1,1,functional
0.0,1781,357,25.0,1,1,functional
200.0,436,200,37.0,1,1,non functional
3000.0,895,120,35.0,1,1,functional needs repair
300.0,457,250,19.0,1,1,non functional
0.0,1007,175,10.0,1,1,functional
0.0,221,250,14.0,1,1,functional needs repair
0.0,1285,90,12.0,1,1,functional
0.0,1471,1,50.0,0,1,non functional
0.0,1169,360,12.0,1,0,functional
500.0,343,800,16.0,1,1,functional
0.0,2627,330,19.0,1,1,non functional
0.0,144,250,25.0,1,1,non functional
0.0,1010,1,15.0,1,1,functional
0.0,1295,350,29.0,1,0,non functional
0.0,192,1,19.0,1,0,non functional
20.0,434,130,12.0,1,1,functional
50.0,27,1700,16.0,1,1,functional needs repair
50.0,-14,450,16.0,1,1,functional
0.0,154,420,25.0,1,1,non functional
0.0,1237,1,47.0,1,1,functional needs repair
6.0,1594,15,14.0,1,1,functional
0.0,1253,1,50.0,0,1,non functional
0.0,227,1,40.0,1,1,non functional
0.0,1250,40,22.0,1,1,functional
0.0,325,1,26.0,1,1,non functional
0.0,1189,450,11.0,1,1,non functional
10.0,1504,300,20.0,1,1,functional
50.0,512,400,31.0,1,1,functional
0.0,1576,86,18.0,1,1,non functional
500.0,1571,45,44.0,1,1,functional needs repair
20.0,-11,200,16.0,1,1,functional
0.0,1445,1,17.0,1,1,functional
0.0,-6,350,10.0,1,1,functional
600.0,542,1,30.0,1,0,functional
30.0,1662,177,13.0,1,1,functional
0.0,1960,0,22.0,1,0,functional
7500.0,687,320,10.0,1,0,functional
2000.0,1526,185,25.0,1,1,functional
6.0,991,60,14.0,1,1,functional
50.0,56,30,13.0,0,0,functional
50.0,0,748,16.0,1,0,non functional
300.0,1232,25,15.0,1,0,functional needs repair
0.0,291,1,14.0,1,1,functional
0.0,35,856,37.0,1,1,functional
0.0,1395,350,15.0,1,0,functional
500.0,284,450,12.0,1,1,functional
20.0,91,212,16.0,0,0,functional
0.0,271,50,11.0,1,1,functional
3000.0,974,250,14.0,1,1,functional
0.0,1568,210,16.0,1,0,non functional
0.0,86,1,16.0,1,1,non functional
0.0,1146,500,17.0,1,1,functional
0.0,1341,200,23.0,0,1,non functional
500.0,353,1,44.0,0,0,non functional
0.0,333,235,44.0,1,0,non functional
0.0,1334,1,46.0,1,1,functional
0.0,1619,2000,33.0,1,1,non functional
25.0,265,1,10.0,0,0,functional needs repair
30.0,92,213,12.0,0,0,non functional
50.0,286,36,43.0,1,1,functional
5000.0,1329,950,25.0,1,0,functional
3000.0,1641,220,38.0,1,0,functional
200.0,439,300,46.0,1,1,functional
5000.0,1389,45,13.0,1,0,functional
1200.0,2222,0,20.0,1,0,functional
500.0,1570,109,11.0,1,1,functional
0.0,1465,1036,16.0,1,1,functional needs repair
1200.0,1079,0,32.0,1,1,functional
20.0,1732,247,31.0,1,1,non functional
50.0,-21,40,11.0,0,0,functional
0.0,237,250,30.0,1,1,non functional
25.0,994,269,38.0,1,1,functional
4000.0,1230,1,25.0,1,1,functional
0.0,979,1,24.0,1,1,functional
200.0,1758,0,14.0,1,0,functional
20.0,25,1000,14.0,1,0,functional
500.0,1697,40,27.0,1,0,functional
10.0,1348,30,23.0,1,1,functional
20.0,1296,120,15.0,1,1,functional
0.0,751,70,12.0,1,0,functional
0.0,1909,200,47.0,1,1,non functional
200.0,296,300,17.0,1,0,functional
0.0,192,143,46.0,1,1,non functional
0.0,341,90,12.0,1,1,non functional
0.0,1641,1,21.0,1,1,functional
0.0,791,430,14.0,1,1,functional
0.0,1461,400,14.0,1,0,non functional
30.0,1517,256,14.0,1,1,functional
0.0,347,30,11.0,1,1,functional
500.0,1881,150,22.0,1,1,functional needs repair
50.0,1332,250,50.0,1,1,functional needs repair
3500.0,522,1,23.0,1,0,non functional
50.0,111,300,34.0,1,1,functional
50.0,723,50,16.0,1,0,functional
100.0,1309,1,21.0,1,0,functional
0.0,1284,130,19.0,1,1,non functional
300.0,459,120,19.0,1,1,non functional
0.0,1686,520,16.0,1,0,functional
25.0,48,113,12.0,1,0,functional
600.0,986,430,14.0,1,1,functional needs repair
0.0,0,10,21.0,1,1,functional
6.0,740,220,14.0,1,1,functional
0.0,1822,100,51.0,1,0,non functional
500.0,1350,350,11.0,1,1,functional
0.0,1237,120,14.0,1,0,functional
0.0,1117,570,12.0,1,0,functional
0.0,1251,840,13.0,1,1,functional
0.0,-24,150,22.0,1,0,non functional
0.0,307,1,37.0,1,1,non functional
30.0,1541,579,14.0,1,1,functional
0.0,1620,200,24.0,1,1,functional
0.0,12,167,12.0,1,0,functional
0.0,1810,1,55.0,1,1,non functional
1200.0,736,150,29.0,1,1,functional
0.0,2172,50,24.0,1,1,functional
1200.0,1237,950,45.0,1,1,functional needs repair
10.0,1876,0,17.0,0,1,non functional
0.0,266,1300,42.0,1,0,non functional
0.0,1645,200,15.0,1,1,non functional
0.0,1356,60,16.0,1,1,functional
500.0,1969,150,32.0,1,1,functional
50.0,-14,340,13.0,1,1,functional
30.0,177,25,18.0,0,1,functional
0.0,-2,1,13.0,1,1,non functional
200.0,1048,160,16.0,1,1,functional
6000.0,1948,15,15.0,1,1,functional
5000.0,118,2445,12.0,1,1,functional
0.0,54,301,10.0,1,1,non functional
0.0,1474,1,20.0,1,1,functional
16300.0,1632,60,50.0,1,1,functional
50.0,1129,500,44.0,1,1,functional
500.0,367,1,31.0,1,1,functional
0.0,364,1,46.0,0,1,non functional
1000.0,2126,0,14.0,1,0,functional
400.0,309,100,12.0,1,0,functional
0.0,1226,1,10.0,1,1,non functional
0.0,99,181,10.0,1,1,non functional
500.0,1348,750,10.0,1,1,functional
200.0,281,50,19.0,1,1,functional needs repair
10.0,1157,50,23.0,1,1,functional
0.0,519,80,40.0,1,1,functional needs repair
0.0,-27,740,15.0,1,0,functional
0.0,1275,350,20.0,1,0,functional
300.0,1333,40,15.0,1,0,functional
0.0,1346,350,9.0,1,0,functional
500.0,214,500,24.0,1,1,functional
0.0,688,1,30.0,0,1,non functional
0.0,1301,150,17.0,1,1,non functional
0.0,870,250,40.0,1,1,non functional
0.0,1829,0,22.0,0,1,functional
1000.0,2137,50,22.0,1,0,functional
1000.0,1747,400,18.0,1,1,functional
0.0,2,15,13.0,1,0,non functional
50.0,1014,450,14.0,1,1,functional
0.0,1295,350,29.0,1,0,non functional
0.0,1492,0,25.0,1,1,functional
0.0,1269,45,13.0,0,1,non functional
1200.0,335,220,27.0,1,1,functional
0.0,1589,200,12.0,1,1,functional
5.0,1533,300,20.0,1,1,functional
20.0,1307,300,22.0,1,1,functional
0.0,0,1300,14.0,1,1,non functional
500.0,929,50,50.0,1,1,non functional
3000.0,1019,427,38.0,1,1,functional needs repair
5000.0,1171,250,36.0,1,1,functional
50.0,115,400,13.0,1,1,non functional
0.0,1812,150,18.0,1,1,non functional
0.0,1433,80,12.0,1,1,functional
10.0,1681,200,13.0,1,1,functional
1000.0,0,40,52.0,1,1,functional
0.0,668,120,12.0,1,1,functional
0.0,319,200,27.0,1,1,non functional
0.0,723,300,10.0,1,0,non functional
0.0,2136,200,38.0,1,1,non functional
0.0,1270,120,19.0,1,1,non functional
250.0,1246,230,16.0,1,1,non functional
0.0,1283,65,42.0,1,0,functional
10.0,193,100,20.0,1,0,non functional
20.0,776,52,14.0,1,1,functional
0.0,828,200,29.0,1,0,non functional
300.0,372,1000,40.0,0,1,functional
0.0,1034,565,38.0,0,1,non functional
10.0,1781,357,11.0,1,1,functional
300.0,1355,20,14.0,1,0,functional
0.0,1231,24,10.0,1,1,functional
0.0,1039,1,17.0,1,1,non functional
0.0,1146,0,13.0,1,1,functional needs repair
250.0,1277,780,40.0,1,1,functional needs repair
0.0,1341,26,18.0,1,0,functional
200.0,357,120,28.0,1,1,non functional
0.0,1218,253,28.0,1,1,functional
0.0,848,270,18.0,1,0,non functional
0.0,1287,98,11.0,1,1,functional
200.0,534,250,38.0,1,1,non functional
50.0,-15,25,13.0,0,1,functional
50.0,1419,200,22.0,1,1,non functional
500.0,1554,50,44.0,1,1,non functional
200.0,2211,0,34.0,1,0,functional
50.0,340,1,14.0,1,1,functional
5000.0,1951,152,46.0,1,1,functional needs repair
200.0,1599,200,23.0,1,1,functional
0.0,1304,156,37.0,1,1,non functional
50.0,1199,700,13.0,1,1,non functional
0.0,1106,80,48.0,1,1,non functional
200.0,370,400,16.0,1,1,functional
0.0,0,150,14.0,1,1,non functional
0.0,1618,1,13.0,1,1,non functional
1000.0,299,263,26.0,1,1,functional
0.0,27,703,12.0,1,0,non functional
0.0,309,814,18.0,1,0,non functional
0.0,757,1,48.0,0,0,non functional
0.0,496,200,27.0,1,1,functional
0.0,699,630,32.0,1,0,functional
40.0,15,1,15.0,1,1,functional
0.0,1730,1,26.0,0,1,functional
0.0,387,278,10.0,1,0,functional needs repair
50.0,1154,250,44.0,1,1,non functional
5.0,1221,55,23.0,1,1,functional
0.0,980,120,25.0,1,1,non functional
50.0,57,1,12.0,1,1,functional
20.0,1021,100,22.0,1,1,functional
5.0,1421,150,20.0,1,1,functional
0.0,76,450,14.0,1,1,functional
0.0,481,250,37.0,0,1,non functional
0.0,2013,0,37.0,1,0,functional
0.0,1326,1,11.0,1,1,functional
0.0,1560,150,20.0,1,1,functional
0.0,1180,80,59.0,1,1,functional
500.0,507,210,9.0,1,1,non functional
8000.0,1493,0,25.0,1,1,functional
0.0,1756,120,21.0,1,0,non functional
20.0,1277,400,20.0,1,0,functional
0.0,1163,125,49.0,1,1,non functional
50.0,1527,850,13.0,1,1,non functional
3000.0,1048,600,36.0,1,0,functional
0.0,500,150,28.0,1,0,functional
0.0,219,180,24.0,1,0,non functional
200.0,1665,1,20.0,1,1,functional
300.0,1276,50,15.0,1,0,functional
0.0,986,300,44.0,1,1,non functional
500.0,742,100,11.0,1,1,functional
0.0,1348,180,29.0,1,0,non functional
50.0,1455,329,16.0,1,1,functional
10.0,1493,20,23.0,1,1,functional
500.0,280,600,12.0,1,1,functional
0.0,1448,1,14.0,1,1,non functional
0.0,357,1,42.0,1,0,non functional
0.0,275,500,25.0,1,1,non functional
500.0,1393,51,35.0,1,1,functional
0.0,734,1,11.0,1,1,non functional
2500.0,1536,65,12.0,1,1,functional
700.0,1316,210,29.0,1,0,non functional
0.0,1413,1,13.0,1,1,functional
0.0,360,1,25.0,1,0,non functional
0.0,840,150,18.0,1,0,functional needs repair
